post_id,post_date,platform,hashtag,content_type,region,views,likes,shares,comments,engagement_level,year,month,engagement_score,engagement_growth,revival_label,cluster
Post_2772,2022-10-16,Instagram,#challenge,Tweet,Canada,3093066,372946,38682,18578,High,2022,10,3523272,6.856624877911722,1,1
Post_3061,2022-10-06,Instagram,#challenge,Video,Brazil,277130,233783,85182,8036,Low,2022,10,604131,-0.8285312629850888,0,1
Post_3274,2022-10-26,YouTube,#challenge,Tweet,Germany,3050118,308745,51775,41998,Low,2022,10,3452636,4.715045246809053,1,1
Post_3309,2022-10-03,TikTok,#challenge,Video,Germany,1043395,134984,35106,42823,Medium,2022,10,1256308,-0.6361307708081594,0,1
Post_3558,2022-10-24,TikTok,#challenge,Tweet,USA,1903756,487075,83447,592,Low,2022,10,2474870,0.9699548199963705,0,1
Post_3642,2022-10-11,YouTube,#challenge,Reel,Canada,2841183,49865,60619,15731,Medium,2022,10,2967398,0.1990116652591853,0,1
Post_3845,2022-10-01,Instagram,#challenge,Shorts,India,1050906,57416,10271,31691,Low,2022,10,1150284,-0.6123593801707758,0,1
Post_3963,2022-10-01,TikTok,#challenge,Shorts,India,2429444,73347,34856,10627,High,2022,10,2548274,1.2153433412965842,0,1
Post_4354,2022-10-14,TikTok,#challenge,Shorts,Canada,847940,380765,39970,29031,High,2022,10,1297706,-0.4907509945947728,0,1
Post_6,2022-11-23,Instagram,#challenge,Shorts,Australia,1323566,136282,86979,47129,Low,2022,11,1593956,0.2282874549397167,0,1
Post_355,2022-11-11,YouTube,#challenge,Live Stream,Australia,429918,121461,7858,29359,Low,2022,11,588596,-0.6307325923676689,0,1
Post_901,2022-11-09,Twitter,#challenge,Live Stream,Japan,4216678,452894,83096,6059,High,2022,11,4758727,7.084878252655471,1,0
Post_1155,2022-11-02,TikTok,#challenge,Post,Brazil,3069640,139491,60853,30527,Medium,2022,11,3300511,-0.3064298498316882,0,1
Post_1681,2022-11-26,YouTube,#challenge,Tweet,Canada,240061,499517,73285,47847,High,2022,11,860710,-0.7392191693952845,0,1
Post_1911,2022-11-26,YouTube,#challenge,Video,Germany,4846462,47915,71386,38987,High,2022,11,5004750,4.814676255649406,1,0
Post_1997,2022-11-14,YouTube,#challenge,Shorts,Japan,3788789,320034,10095,30187,Low,2022,11,4149105,-0.17096658174734,0,0
Post_2096,2022-11-30,TikTok,#challenge,Shorts,Canada,94169,128922,215,48847,High,2022,11,272153,-0.9344068178558992,0,1
Post_2114,2022-11-07,Instagram,#challenge,Shorts,India,3692069,182095,72323,13292,Medium,2022,11,3959779,13.549826751863842,1,0
Post_2121,2022-11-05,Twitter,#challenge,Video,USA,2088610,416340,73103,8029,Low,2022,11,2586082,-0.3469125423413781,0,1
Post_2200,2022-11-15,Instagram,#challenge,Live Stream,Germany,3995291,237537,75689,38151,Medium,2022,11,4346668,0.6807927977535129,0,0
Post_2395,2022-11-23,Instagram,#challenge,Tweet,USA,3171786,50849,1646,20221,Medium,2022,11,3244502,-0.2535657197651166,0,1
Post_2485,2022-11-06,TikTok,#challenge,Video,India,2497149,23114,23917,18942,Low,2022,11,2563122,-0.2100106580301075,0,1
Post_2946,2022-11-19,YouTube,#challenge,Reel,Brazil,4540861,63459,21936,36939,Medium,2022,11,4663195,0.8193418026921855,0,0
Post_3526,2022-11-07,TikTok,#challenge,Shorts,Japan,588026,462458,90944,38081,Medium,2022,11,1179509,-0.7470599020628561,0,1
Post_3646,2022-11-10,Instagram,#challenge,Shorts,Japan,2903014,398167,70875,25022,Medium,2022,11,3397078,1.8800780663818588,1,1
Post_4171,2022-11-03,TikTok,#challenge,Live Stream,Brazil,4196347,307582,92983,25130,Low,2022,11,4622042,0.3605934276457592,0,0
Post_4275,2022-11-18,Twitter,#challenge,Tweet,Germany,4589006,172497,50326,37879,High,2022,11,4849708,0.0492565839946932,0,0
Post_4498,2022-11-27,TikTok,#challenge,Live Stream,UK,3187163,113636,38956,23762,High,2022,11,3363517,-0.3064495841811506,0,1
Post_4585,2022-11-25,TikTok,#challenge,Live Stream,UK,2683552,210072,24960,35150,Medium,2022,11,2953734,-0.1218317017574164,0,1
Post_4748,2022-11-27,Twitter,#challenge,Live Stream,India,641205,300091,92655,43197,Medium,2022,11,1077148,-0.6353266746430112,0,1
Post_4912,2022-11-29,YouTube,#challenge,Tweet,Canada,4839723,73555,40353,34352,Low,2022,11,4987983,3.630731338683264,1,0
Post_4936,2022-11-10,TikTok,#challenge,Tweet,India,3023404,114034,14652,21531,Medium,2022,11,3173621,-0.3637466286472909,0,1
Post_88,2022-12-27,Twitter,#challenge,Post,Japan,3074269,18233,37713,28599,Medium,2022,12,3158814,-0.0046656484816555,0,1
Post_449,2022-12-30,TikTok,#challenge,Tweet,Canada,112544,12459,57771,44943,Low,2022,12,227717,-0.9279106018904564,0,1
Post_521,2022-12-11,Twitter,#challenge,Reel,Brazil,2374524,3501,18005,20135,Medium,2022,12,2416165,9.610384819754344,1,1
Post_797,2022-12-17,Instagram,#challenge,Post,Australia,2809655,296700,36554,5867,Low,2022,12,3148776,0.3032123220061544,0,1
Post_1001,2022-12-05,Twitter,#challenge,Post,Brazil,495987,106797,25673,14776,Medium,2022,12,643233,-0.7957196701194369,0,1
Post_1168,2022-12-21,YouTube,#challenge,Video,USA,4446755,221164,44206,37039,Low,2022,12,4749164,6.383271691595425,1,0
Post_1231,2022-12-14,Instagram,#challenge,Tweet,Germany,1021135,442784,49480,32668,High,2022,12,1546067,-0.6744549145912839,0,1
Post_1393,2022-12-30,TikTok,#challenge,Shorts,India,1122575,36002,75771,49277,Medium,2022,12,1283625,-0.1697481415747183,0,1
Post_1443,2022-12-26,TikTok,#challenge,Post,Japan,2954922,83459,90758,11510,Medium,2022,12,3140649,1.4467028921998248,0,1
Post_1544,2022-12-16,YouTube,#challenge,Live Stream,Australia,4574924,197709,97880,18735,Medium,2022,12,4889248,0.5567635861250333,0,0
Post_1854,2022-12-28,YouTube,#challenge,Video,Japan,386796,176552,26504,6005,High,2022,12,595857,-0.8781291110616603,0,1
Post_2316,2022-12-12,TikTok,#challenge,Video,Australia,4720948,4313,9479,36144,High,2022,12,4770884,7.006760011210744,1,0
Post_2334,2022-12-01,Twitter,#challenge,Post,Japan,4869978,319690,93177,4639,Medium,2022,12,5287484,0.1082818194699346,0,0
Post_2435,2022-12-27,YouTube,#challenge,Shorts,Japan,1142278,236928,12775,5265,High,2022,12,1397246,-0.7357446377142702,0,1
Post_2466,2022-12-14,Twitter,#challenge,Tweet,USA,468718,351338,89790,32094,High,2022,12,941940,-0.3258595837812382,0,1
Post_2606,2022-12-04,Instagram,#challenge,Video,USA,3223017,409378,89525,29071,High,2022,12,3750991,2.982197379875576,1,1
Post_2696,2022-12-26,Twitter,#challenge,Reel,Australia,2487998,453538,89408,18733,Low,2022,12,3049677,-0.1869676573470851,0,1
Post_2806,2022-12-07,TikTok,#challenge,Post,UK,4896941,498119,72555,17441,Medium,2022,12,5485056,0.7985694878506806,0,0
Post_3208,2022-12-23,Instagram,#challenge,Post,India,4431107,465657,33665,5015,Medium,2022,12,4935444,-0.1002017117054046,0,0
Post_3254,2022-12-11,TikTok,#challenge,Live Stream,Australia,1788144,111600,71519,19673,High,2022,12,1990936,-0.5966044797590653,0,1
Post_3561,2022-12-17,Twitter,#challenge,Reel,UK,2200449,76283,39653,42153,Low,2022,12,2358538,0.1846377784117621,0,1
Post_3660,2022-12-14,YouTube,#challenge,Shorts,Canada,4147649,140624,70092,11837,High,2022,12,4370202,0.8529283819043831,0,0
Post_3891,2022-12-23,Instagram,#challenge,Post,Brazil,2727232,201268,17759,4275,High,2022,12,2950534,-0.3248518031889601,0,1
Post_4081,2022-12-03,TikTok,#challenge,Tweet,India,3286984,1798,28963,13208,Medium,2022,12,3330953,0.1289322542970188,0,1
Post_4495,2022-12-24,Instagram,#challenge,Live Stream,Germany,255535,301119,9161,19777,Low,2022,12,585592,-0.8241968589769955,0,1
Post_4755,2022-12-18,YouTube,#challenge,Video,India,3232709,17533,73322,45503,Low,2022,12,3369067,4.753266779600814,1,1
Post_277,2023-01-21,Twitter,#challenge,Reel,Brazil,4889936,142520,56142,26214,High,2023,1,5114812,0.5181686799342369,0,0
Post_579,2023-01-27,YouTube,#challenge,Live Stream,Canada,4411840,488416,16876,36638,Low,2023,1,4953770,-0.0314854192099338,0,0
Post_859,2023-01-18,Instagram,#challenge,Reel,Germany,4483470,117945,55358,30073,High,2023,1,4686846,-0.053883002238699,0,0
Post_1567,2023-01-06,Instagram,#challenge,Reel,Australia,797275,354616,31544,29280,High,2023,1,1212715,-0.741251366057259,0,2
Post_1754,2023-01-19,Instagram,#challenge,Video,USA,1984433,210428,28342,5355,Medium,2023,1,2228558,0.8376601262456553,0,2
Post_1882,2023-01-11,YouTube,#challenge,Post,Japan,4995973,392551,86164,31055,High,2023,1,5505743,1.47054059171895,0,0
Post_1898,2023-01-12,Twitter,#challenge,Reel,Australia,4582676,206957,30289,24206,High,2023,1,4844128,-0.1201681589569291,0,0
Post_2042,2023-01-13,Instagram,#challenge,Reel,Australia,453984,374672,81490,46887,High,2023,1,957033,-0.802434411312005,0,2
Post_2048,2023-01-27,YouTube,#challenge,Post,Germany,3577591,88612,19537,5632,Low,2023,1,3691372,2.857100016404868,1,0
Post_2214,2023-01-30,Instagram,#challenge,Post,Brazil,261001,277498,57943,20924,Low,2023,1,617366,-0.8327543254919851,0,2
Post_2326,2023-01-11,Instagram,#challenge,Reel,Australia,829327,240625,50607,2433,High,2023,1,1122992,0.8190052578211304,0,2
Post_2337,2023-01-29,Twitter,#challenge,Shorts,USA,1755140,106639,69965,14068,Low,2023,1,1945812,0.7327033496231496,0,2
Post_2598,2023-01-09,YouTube,#challenge,Reel,Germany,345799,273374,75861,44327,Low,2023,1,739361,-0.6200244422379964,0,2
Post_3006,2023-01-27,Twitter,#challenge,Live Stream,Japan,2195772,296432,51318,10227,High,2023,1,2553749,2.4539947332899628,1,2
Post_3906,2023-01-18,Twitter,#challenge,Post,Australia,2413147,45851,21486,8691,Low,2023,1,2489175,-0.0252859619328289,0,2
Post_3967,2023-01-01,YouTube,#challenge,Live Stream,India,831664,281099,74034,35394,High,2023,1,1222191,-0.508997559432342,0,2
Post_4033,2023-01-03,YouTube,#challenge,Video,UK,1546514,462049,10948,5720,Low,2023,1,2025231,0.6570495119011677,0,2
Post_4104,2023-01-25,Twitter,#challenge,Shorts,Brazil,1942922,324782,96016,4903,Low,2023,1,2368623,0.169556954243738,0,2
Post_4325,2023-01-29,Instagram,#challenge,Reel,Germany,886426,77304,13067,5337,Low,2023,1,982134,-0.5853565552643878,0,2
Post_4389,2023-01-03,Twitter,#challenge,Video,USA,3975840,247776,42724,29220,High,2023,1,4295560,3.3737005337357227,1,0
Post_4464,2023-01-15,Twitter,#challenge,Tweet,India,3247592,76079,75922,31681,High,2023,1,3431274,-0.2012044995297469,0,2
Post_4818,2023-01-22,TikTok,#challenge,Live Stream,USA,3767399,165527,2940,32075,Medium,2023,1,3967941,0.1564045890826555,0,0
Post_4838,2023-01-27,Twitter,#challenge,Post,UK,3804559,410862,46533,16456,Medium,2023,1,4278410,0.0782443589761037,0,0
Post_128,2023-02-15,Twitter,#challenge,Shorts,UK,3837223,140163,85932,40674,Medium,2023,2,4103992,-0.0407670139140474,0,0
Post_321,2023-02-21,TikTok,#challenge,Post,Brazil,436487,440596,28677,23094,Medium,2023,2,928854,-0.773670611443687,0,2
Post_422,2023-02-16,YouTube,#challenge,Post,Japan,117636,74051,17802,38144,Medium,2023,2,247633,-0.7333994362946168,0,2
Post_536,2023-02-14,YouTube,#challenge,Video,Brazil,2368362,300651,67181,25054,Low,2023,2,2761248,10.150565554671632,1,2
Post_778,2023-02-17,YouTube,#challenge,Tweet,Germany,4530315,267582,78454,38486,Low,2023,2,4914837,0.7799332041163995,0,0
Post_1050,2023-02-04,TikTok,#challenge,Reel,Japan,1061491,404574,82042,29450,Medium,2023,2,1577557,-0.6790215016286401,0,2
Post_1079,2023-02-23,Twitter,#challenge,Video,Brazil,3216923,205624,63081,49107,Low,2023,2,3534735,1.2406385316029789,0,2
Post_1324,2023-02-25,Instagram,#challenge,Post,Brazil,449348,35182,4716,18161,High,2023,2,507407,-0.8564511908247718,0,2
Post_1385,2023-02-20,Twitter,#challenge,Shorts,UK,3351844,109560,72783,24165,High,2023,2,3558352,6.012816141677194,1,2
Post_1635,2023-02-20,TikTok,#challenge,Video,Australia,1888760,461087,43011,22628,High,2023,2,2415486,-0.3211784556446355,0,2
Post_1915,2023-02-02,YouTube,#challenge,Shorts,India,844108,319819,36180,45727,Low,2023,2,1245834,-0.4842305026814479,0,2
Post_2376,2023-02-14,Twitter,#challenge,Tweet,Canada,3439140,412155,15138,23614,Low,2023,2,3890047,2.122444081635274,1,0
Post_2392,2023-02-09,TikTok,#challenge,Video,Japan,2035775,228933,57754,21473,High,2023,2,2343935,-0.3974532955514419,0,2
Post_2439,2023-02-10,TikTok,#challenge,Reel,Australia,2586745,404333,74597,46511,Medium,2023,2,3112186,0.3277612220475396,0,2
Post_2590,2023-02-04,YouTube,#challenge,Live Stream,Japan,2655487,236695,22847,47938,Medium,2023,2,2962967,-0.0479466844205327,0,2
Post_3186,2023-02-10,Twitter,#challenge,Shorts,Australia,1680858,306722,26650,22652,Low,2023,2,2036882,-0.312553261646181,0,2
Post_4227,2023-02-03,Twitter,#challenge,Shorts,Canada,4876711,213421,13563,48777,Low,2023,2,5152472,1.5295878700877124,1,0
Post_4251,2023-02-06,YouTube,#challenge,Post,Japan,746909,45821,7638,15981,Low,2023,2,816349,-0.84156168146086,0,2
Post_4294,2023-02-16,YouTube,#challenge,Reel,Japan,1471005,425853,71495,7053,High,2023,2,1975406,1.4198057448468733,0,2
Post_4369,2023-02-16,YouTube,#challenge,Shorts,Japan,903431,290789,94929,34805,Medium,2023,2,1323954,-0.3297813209031459,0,2
Post_4596,2023-02-27,Twitter,#challenge,Shorts,Australia,4631125,42569,52242,7834,Low,2023,2,4733770,2.575479208492138,1,0
Post_895,2023-03-06,TikTok,#challenge,Tweet,UK,713539,395521,52325,40633,Medium,2023,3,1202018,-0.7460759605980012,0,2
Post_957,2023-03-05,YouTube,#challenge,Video,Canada,598295,441991,68122,23592,Medium,2023,3,1132000,-0.0582503756183351,0,2
Post_1346,2023-03-24,Twitter,#challenge,Tweet,Canada,4467747,342278,65649,39380,Medium,2023,3,4915054,3.3419204946996466,1,0
Post_1520,2023-03-30,TikTok,#challenge,Reel,Canada,3678271,388515,29923,39653,Medium,2023,3,4136362,-0.1584299989379567,0,0
Post_1614,2023-03-01,Twitter,#challenge,Reel,Germany,365562,250857,19167,2672,High,2023,3,638258,-0.8456958070884512,0,2
Post_1637,2023-03-15,Twitter,#challenge,Tweet,India,2812314,74309,1044,11855,High,2023,3,2899522,3.542868244503006,1,2
Post_2250,2023-03-25,YouTube,#challenge,Post,Australia,1131562,73853,82394,40738,Medium,2023,3,1328547,-0.5418048216223226,0,2
Post_2275,2023-03-10,TikTok,#challenge,Post,USA,663239,53100,9335,45066,Medium,2023,3,770740,-0.4198624512343184,0,2
Post_2539,2023-03-15,YouTube,#challenge,Live Stream,Australia,85136,155014,78757,18966,Low,2023,3,337873,-0.5616251913745232,0,2
Post_2632,2023-03-10,Twitter,#challenge,Video,Brazil,1695407,499065,98572,16630,Low,2023,3,2309674,5.835923557076179,1,2
Post_3476,2023-03-10,YouTube,#challenge,Shorts,Germany,2285068,54058,39176,17363,Medium,2023,3,2395665,0.0372307953416801,0,2
Post_4394,2023-03-04,YouTube,#challenge,Shorts,Brazil,2907246,316674,22139,30606,Low,2023,3,3276665,0.3677475773950029,0,2
Post_4591,2023-03-08,YouTube,#challenge,Tweet,UK,3285959,374420,82214,2020,Low,2023,3,3744613,0.1428122801690132,0,0
Post_4662,2023-03-08,YouTube,#challenge,Shorts,Australia,1405285,488073,4853,39718,Medium,2023,3,1937929,-0.4824754921269567,0,2
Post_4841,2023-03-28,TikTok,#challenge,Tweet,Australia,116463,420019,84514,30850,High,2023,3,651846,-0.6636378319329552,0,2
Post_168,2023-04-06,YouTube,#challenge,Video,Australia,2547290,382792,78654,30532,Medium,2023,4,3039268,3.6625552661211382,1,2
Post_292,2023-04-25,TikTok,#challenge,Post,Germany,1035819,94853,68842,31836,Low,2023,4,1231350,-0.594853102786592,0,2
Post_395,2023-04-21,TikTok,#challenge,Shorts,USA,2127779,176918,38776,18345,Low,2023,4,2361818,0.9180720347585982,0,2
Post_399,2023-04-03,YouTube,#challenge,Reel,Australia,2612254,196077,21722,26238,High,2023,4,2856291,0.2093611785497442,0,2
Post_646,2023-04-13,Twitter,#challenge,Post,India,2295070,248874,47414,16088,Low,2023,4,2607446,-0.0871217253424108,0,2
Post_735,2023-04-06,YouTube,#challenge,Reel,India,4214946,464542,72129,43148,Medium,2023,4,4794765,0.8388741320050348,0,0
Post_1066,2023-04-13,TikTok,#challenge,Shorts,Australia,1370433,360983,28865,7949,Medium,2023,4,1768230,-0.631216545544985,0,2
Post_1138,2023-04-13,Instagram,#challenge,Reel,UK,4248915,261493,87021,28833,Medium,2023,4,4626262,1.6163236683010695,1,0
Post_1275,2023-04-12,Instagram,#challenge,Shorts,India,4618662,1774,38568,31300,Low,2023,4,4690304,0.0138431416119537,0,0
Post_1476,2023-04-28,Twitter,#challenge,Live Stream,India,239932,144696,32439,22126,Low,2023,4,439193,-0.9063615066315532,0,2
Post_1716,2023-04-27,Instagram,#challenge,Live Stream,Canada,4986208,327244,16672,27570,Medium,2023,4,5357694,11.19895125833062,1,0
Post_1733,2023-04-03,Instagram,#challenge,Video,Australia,4039664,215178,17518,34782,Medium,2023,4,4307142,-0.1960828669946436,0,0
Post_2143,2023-04-30,YouTube,#challenge,Live Stream,Brazil,1653694,108742,26758,18715,Medium,2023,4,1807909,-0.5802532166341393,0,2
Post_2205,2023-04-25,YouTube,#challenge,Video,Germany,4037538,373205,89453,48449,High,2023,4,4548645,1.5159701069025044,1,0
Post_2555,2023-04-24,Twitter,#challenge,Video,USA,674124,498332,88370,26302,Medium,2023,4,1287128,-0.717030456322707,0,2
Post_2811,2023-04-26,Instagram,#challenge,Reel,UK,4402298,311108,37588,11747,Low,2023,4,4762741,2.7002854416965523,1,0
Post_2860,2023-04-22,Twitter,#challenge,Live Stream,UK,1738252,172464,4136,47211,Medium,2023,4,1962063,-0.5880391144511112,0,2
Post_3932,2023-04-17,TikTok,#challenge,Tweet,Germany,1401182,272628,22588,31504,Low,2023,4,1727902,-0.1193442820133706,0,2
Post_4029,2023-04-06,TikTok,#challenge,Tweet,Japan,1839502,136831,56756,37198,Low,2023,4,2070287,0.1981507053062037,0,2
Post_4333,2023-04-03,YouTube,#challenge,Tweet,USA,1055813,486108,68766,13023,Medium,2023,4,1623710,-0.2157077738497126,0,2
Post_4679,2023-04-29,Twitter,#challenge,Video,India,711095,185937,90904,25280,Low,2023,4,1013216,-0.3759870912909324,0,2
Post_4938,2023-04-24,TikTok,#challenge,Tweet,India,1500986,248601,41601,21993,Medium,2023,4,1813181,0.7895305640653127,0,2
Post_507,2023-05-30,Twitter,#challenge,Shorts,Japan,3829079,460489,8748,41683,Medium,2023,5,4339999,1.393582880032385,0,0
Post_716,2023-05-21,Instagram,#challenge,Post,USA,1301582,36572,45582,45435,Low,2023,5,1429171,-0.6706978503912098,0,2
Post_842,2023-05-04,YouTube,#challenge,Live Stream,India,4841421,339554,33055,48880,High,2023,5,5262910,2.682491458334937,1,0
Post_1000,2023-05-21,TikTok,#challenge,Video,UK,203606,488156,57433,8556,Low,2023,5,757751,-0.8560205285668955,0,2
Post_1011,2023-05-10,Instagram,#challenge,Reel,USA,1558041,407000,95826,14793,Medium,2023,5,2075660,1.7392375595677207,1,2
Post_1014,2023-05-01,YouTube,#challenge,Reel,USA,1259550,444463,95640,40419,Low,2023,5,1840072,-0.1135002842469383,0,2
Post_1025,2023-05-21,YouTube,#challenge,Shorts,Canada,2234585,38539,86095,38190,High,2023,5,2397409,0.3028886913120792,0,2
Post_1033,2023-05-13,YouTube,#challenge,Tweet,Japan,1190886,286183,15049,26925,High,2023,5,1519043,-0.3663813725567895,0,2
Post_1036,2023-05-10,Instagram,#challenge,Reel,India,1939855,270361,16051,48568,Medium,2023,5,2274835,0.4975448357946417,0,2
Post_1251,2023-05-12,YouTube,#challenge,Live Stream,Brazil,4251376,37945,3378,26696,Low,2023,5,4319395,0.8987728780329123,0,0
Post_1416,2023-05-08,YouTube,#challenge,Tweet,USA,2572752,354527,52194,10554,Low,2023,5,2990027,-0.3077671757271563,0,2
Post_1448,2023-05-21,Twitter,#challenge,Video,Brazil,4822497,93252,89723,22110,Low,2023,5,5027582,0.6814503681739328,0,0
Post_1769,2023-05-30,Instagram,#challenge,Tweet,Germany,3656215,348583,16646,48049,High,2023,5,4069493,-0.1905665586359407,0,0
Post_1899,2023-05-16,YouTube,#challenge,Post,Canada,2934403,327541,26265,21989,High,2023,5,3310198,-0.186582210609528,0,2
Post_2530,2023-05-15,YouTube,#challenge,Post,Germany,2727339,225746,26005,12638,High,2023,5,2991728,-0.0962087464254404,0,2
Post_2648,2023-05-25,YouTube,#challenge,Post,USA,8982,353646,77267,39542,Medium,2023,5,479437,-0.8397457923982394,0,2
Post_2700,2023-05-01,Instagram,#challenge,Video,Brazil,4777385,385660,33183,36910,Medium,2023,5,5233138,9.91517342215974,1,0
Post_2979,2023-05-20,YouTube,#challenge,Shorts,Germany,1211152,26691,74034,16591,High,2023,5,1328468,-0.7461431362979536,0,2
Post_3136,2023-05-24,TikTok,#challenge,Live Stream,Australia,1108583,156718,15931,27325,High,2023,5,1308557,-0.0149879409966969,0,2
Post_3271,2023-05-29,TikTok,#challenge,Reel,India,1499889,478518,92766,2125,High,2023,5,2073298,0.584415505018123,0,2
Post_3354,2023-05-22,Instagram,#challenge,Tweet,UK,3561125,94613,21873,47524,Medium,2023,5,3725135,0.7967195260883868,0,0
Post_3368,2023-05-17,YouTube,#challenge,Tweet,USA,3033929,183527,74350,10565,Low,2023,5,3302371,-0.1134895782300506,0,2
